work_id,doi,title,year,era,time_role,in_degree,out_degree,k_core,year_cites_percentile,cites,in_core,decision,datasets,stages,organism,axis,method,abstract_missing,tag_source,why,in_global_core,stratum_champion_cells,added_for_coverage
work_6793e5e1077fc6ef,10.3389/fncir.2012.00081,The Intrinsic Connectome of the Rat Amygdala,2012,2010–2015,history,3,0,3,31,30,1,adjacent_relevant,,proofreading;graph_analysis,other,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_67d70830cad7154c,10.7554/elife.60321,Graphical-model framework for automated annotation of cell identities in dense cellular images,2020,2020–2021,history,1,2,3,65,30,1,role_bridge,DS01 C. elegans (White+),proofreading;infrastructure;graph_analysis;modeling,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_6a3a8e971190fafd,10.3389/fncir.2017.00009,Mapping and Analysis of the Connectome of Sympathetic Premotor Neurons in the Rostral Ventrolateral Medulla of the Rat Using a Volumetric Brain Atlas,2017,2016–2017,history,1,2,3,59,52,1,adjacent_relevant,,alignment;proofreading;infrastructure;graph_analysis,other,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_6c667e4590ab2a67,10.1109/urtc60662.2023.10534957,Converting Biological Neural Networks to DAGs: Evaluation of Customized Algorithms on C. Elegans,2023,2022–2023,history,0,3,3,6,0,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_6c89dbe883bbd590,10.1371/journal.pone.0040483,Analyzing Self-Similar and Fractal Properties of the C. elegans Neural Network,2012,2010–2015,history,3,1,3,22,22,1,adjacent_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_6d6bf1bdee0fecf9,10.1098/rsif.2020.0459,Unsupervised learning of control signals and their encodings in Caenorhabditis elegans whole-brain recordings,2020,2020–2021,history,2,1,3,44,16,1,core_relevant,DS01 C. elegans (White+),infrastructure,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_6d7152bc3042d92f,10.1126/science.aaz5357,Correlative three-dimensional super-resolution and block face electron microscopy of whole vitreously frozen cells,2019,2018–2019,history,2,1,3,98,304,1,role_bridge,,sectioning;acquisition;alignment;segmentation;proofreading;infrastructure,,pipeline_stage,FIB-SEM;super-resolution LM,false,dryrun+stages+title_abstract,history_milestone,yes,method:super-resolution LM|2018–2019,
work_6fefee1e1bf17068,nan,Fast Mitochondria Segmentation for Connectomics,2018,2018–2019,history,0,3,3,31,18,1,core_relevant,,acquisition;segmentation;graph_analysis,,pipeline_stage,U-Net;electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_717baf719ad94026,10.3389/fnmol.2021.786471,Neuropeptides and Behaviors: How Small Peptides Regulate Nervous System Function and Behavioral Outputs,2021,2020–2021,history,2,1,3,83,47,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_726e4e2ab35a1839,10.1146/annurev-neuro-110220-013050,Dense Circuit Reconstruction to Understand Neuronal Computation: Focus on Zebrafish.,2021,2020–2021,history,3,0,3,60,21,1,core_relevant,DS15 zebrafish,infrastructure;graph_analysis,zebrafish,pipeline_stage,electron microscopy,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_7355482a2bfdf04b,10.1073/pnas.2117484120,Normative and mechanistic model of an adaptive circuit for efficient encoding and feature extraction,2021,2020–2021,history,0,4,3,52,16,1,core_relevant,DS03 Drosophila larva,infrastructure;graph_analysis,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_791a1f8bfcc43bc6,10.1038/s41467-019-11630-x,A null model of the mouse whole-neocortex micro-connectome,2019,2018–2019,history,1,2,3,74,44,1,adjacent_relevant,,graph_analysis;modeling,mouse,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_793b3b98c8e44d43,10.1007/s41468-024-00178-5,MCMC sampling of directed flag complexes with fixed undirected graphs,2023,2022–2023,history,0,3,3,62,10,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_79a10d3d8a82b5d5,10.1109/tvcg.2021.3109460,NeuroConstruct: 3D Reconstruction and Visualization of Neurites in Optical Microscopy Brain Images,2021,2020–2021,history,0,3,3,49,14,1,role_bridge,,alignment;segmentation;proofreading,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_79a23415110e1412,10.1016/j.cub.2022.07.001,Systems neuroscience: Auditory processing at synaptic resolution.,2022,2022–2023,history,1,3,3,17,2,1,core_relevant,,,fly,,,false,title_abstract_organism,history_milestone,yes,,
work_79f974e385905be1,10.1101/2020.06.17.156430,Electrophysiological validation of premotor interneurons monosynaptically connected to the aCC motoneuron in the Drosophila larval CNS,2020,2020–2021,history,1,2,3,21,4,1,core_relevant,DS03 Drosophila larva,,fly,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_7a1fd8b2f1f89a04,10.1016/j.isci.2022.104180,Classifying Drosophila olfactory projection neuron boutons by quantitative analysis of electron microscopic reconstruction,2022,2022–2023,history,1,2,3,39,6,1,core_relevant,,sectioning;acquisition,fly,pipeline_stage,FIB-SEM,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,method:FIB-SEM|2022–2023,
work_7b173df5e3f0b797,10.1093/bioinformatics/btl224,Computational inference of the molecular logic for synaptic connectivity in C. elegans,2006,2005–2009,history,3,0,3,31,68,1,core_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_7d109ac5ec7ba974,10.1098/rstb.2017.0377,Functional connectomics from neural dynamics: probabilistic graphical models for neuronal network of Caenorhabditis elegans,2018,2018–2019,history,4,0,3,37,22,1,adjacent_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_7d84e7f7fdec51d5,10.1038/s41467-025-56641-z,"Dense, continuous membrane labeling and expansion microscopy visualization of ultrastructure in tissues",2025,2025,,0,3,3,86,11,0,role_bridge,,segmentation;proofreading,mouse,pipeline_stage,expansion microscopy;confocal;electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,unproven_2025_low_inout,,method:confocal|2025;method:expansion microscopy|2025,yes
work_80841cd8df129e85,10.3389/fninf.2023.1170337,Connectomes: from a sparsity of networks to large-scale databases,2023,2022–2023,history,2,1,3,51,7,1,adjacent_relevant,DS01 C. elegans (White+),infrastructure,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_81b57bb8bd076686,10.1016/j.neuron.2018.07.007,Architecture of the Mouse Brain Synaptome,2018,2018–2019,history,1,2,3,95,219,1,adjacent_relevant,,graph_analysis,mouse,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_81c3af9943fafccc,10.1101/2022.08.17.504272,Uncovering brain tissue architecture across scales with super-resolution light microscopy,2022,2022–2023,history,1,2,3,23,3,1,adjacent_relevant,,preparation;synapses,,pipeline_stage,expansion microscopy;super-resolution LM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_83ea881830d1ee9b,10.1162/netn_a_00101,Connection strength of the macaque connectome augments topological and functional network attributes,2019,2018–2019,history,0,3,3,31,10,1,adjacent_relevant,,proofreading;graph_analysis;modeling,other,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_86327903c00368f6,10.1093/bioinformatics/btq179,Reconstruction of the neuromuscular junction connectome,2010,2010–2015,history,1,3,3,100,3158,1,core_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_87579702ea1165f6,10.1016/j.cub.2022.03.066,Connectome of the lamina reveals the circuit for early color processing in the visual pathway of a butterfly.,2022,2022–2023,history,2,1,3,77,31,1,core_relevant,,,fly,biological_application,,false,title_abstract_organism+title_axis,history_milestone,yes,,
work_896ff9e7f90795c5,10.1016/j.neuroimage.2021.118576,The role of spatial embedding in mouse brain networks constructed from diffusion tractography and tracer injections,2021,2020–2021,history,0,3,3,40,10,1,adjacent_relevant,,preparation;graph_analysis,mouse,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_8a9f36433b0e7803,10.1038/s41586-022-05562-8,Synaptic gradients transform object location to action,2023,2022–2023,history,3,0,3,92,36,1,core_relevant,DS09/DS10 mouse retina,graph_analysis,fly,pipeline_stage,,false,dryrun+title_abstract_organism_overrides_dryrun+stages,history_milestone,yes,,
work_8e8573ac5d1bbfd7,nan,Common Connectome Constraints: From C. elegans and Drosophila to Homo sapiens,2014,2010–2015,history,0,4,3,7,1,1,adjacent_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_8f475f90f98f68ee,10.3389/fnana.2022.906090,Anatomical and Functional Differences in the Sex-Shared Neurons of the Nematode C. elegans,2022,2022–2023,history,0,3,3,49,8,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_925c3e324896606e,10.1371/journal.pbio.1002340,Microscopy Image Browser: A Platform for Segmentation and Analysis of Multidimensional Datasets,2016,2016–2017,history,2,1,3,96,423,1,core_relevant,,segmentation;infrastructure,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_93d2ee6696b78490,10.1109/icip.2013.6738838,WATERSHED MERGE FOREST CLASSIFICATION FOR ELECTRON MICROSCOPY IMAGE STACK SEGMENTATION,2013,2010–2015,history,2,1,3,20,15,1,core_relevant,,segmentation,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_9a4cc4ec5c4fadb0,10.1016/j.cub.2023.12.003,Molecular organization of neuronal cell types and neuromodulatory systems in the zebrafish telencephalon,2023,2022–2023,history,0,3,3,85,26,1,adjacent_relevant,DS15 zebrafish,,zebrafish,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_a0cdbefe311043d0,10.1016/j.crmeth.2025.101179,"A deep learning pipeline for accurate and automated restoration, segmentation, and quantification of dendritic spines",2025,2025,,1,2,3,73,5,0,adjacent_relevant,,segmentation;proofreading,,pipeline_stage,two-photon,false,dryrun+stages+title_abstract,unproven_2025_low_inout,,method:two-photon|2025,yes
work_a4f3f68ef4156dee,10.1101/141010,Inferring Functional Neural Connectivity with Deep Residual Convolutional Networks,2017,2016–2017,history,1,3,3,4,1,1,adjacent_relevant,DS15 zebrafish,,zebrafish,registry_dataset,electron microscopy,false,dryrun+dataset_organism+datasets+title_abstract,history_milestone,yes,,
work_a56b40449cfa0f07,nan,Automatic Neuron Type Identification by Neurite Localization in the Drosophila Medulla,2014,2010–2015,history,1,2,3,43,27,1,core_relevant,DS01 C. elegans (White+),proofreading;graph_analysis,elegans,pipeline_stage,Network motifs,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,,
work_a5aafa50c460274e,10.1038/s41596-024-00957-5,"Modular segmentation, spatial analysis and visualization of volume electron microscopy datasets",2024,2024,,0,3,3,82,18,0,adjacent_relevant,,segmentation;acquisition,,pipeline_stage,ilastik interactive ML;volume EM,false,dryrun+title_abstract+stages+title_abstract,unproven_2024_low_inout,,method:ilastik interactive ML|2024,yes
work_a75ff1aaf09bfb13,10.1101/2020.04.15.040410,Computational synthesis of cortical dendritic morphologies,2020,2020–2021,history,1,4,3,70,35,1,adjacent_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_acc50851a93fccf9,10.1101/2025.02.10.633538,Self-supervised image restoration in coherent X-ray neuronal microscopy,2025,2025,,0,3,3,68,4,0,core_relevant,,acquisition;infrastructure;graph_analysis,,pipeline_stage,XNH;X-ray microscopy,false,dryrun+stages+title_abstract,unproven_2025_low_inout,,method:X-ray microscopy|2025,yes
work_b027c6fad384156d,10.3389/fnbeh.2017.00045,"Pavlovian Conditioning of Larval Drosophila: An Illustrated, Multilingual, Hands-On Manual for Odor-Taste Associative Learning in Maggots",2017,2016–2017,history,1,2,3,46,32,1,role_bridge,DS03 Drosophila larva,,fly,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_b3c92e5d910843af,10.1101/2020.11.14.382143,Automatic whole cell organelle segmentation in volumetric electron microscopy,2020,2020–2021,history,0,3,3,54,22,1,adjacent_relevant,,sectioning;acquisition;segmentation,,pipeline_stage,FIB-SEM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_b93454c723b2401e,10.3389/fninf.2023.1272243,Translating single-neuron axonal reconstructions into meso-scale connectivity statistics in the mouse somatosensory thalamus,2023,2022–2023,history,2,1,3,39,5,1,adjacent_relevant,,preparation;graph_analysis,mouse,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_bae91c1d9f178e4f,10.3389/fnins.2022.883640,From Photons to Behaviors: Neural Implementations of Visual Behaviors in Drosophila,2022,2022–2023,history,1,2,3,69,21,1,adjacent_relevant,,infrastructure,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_bea312df1da35b92,10.1101/2022.04.05.487221,Sequential addition of neuronal stem cell temporal cohorts generates a feed-forward circuit in the Drosophila larval nerve cord,2022,2022–2023,history,1,2,3,39,6,1,core_relevant,DS03 Drosophila larva,graph_analysis,fly,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_c47d226b15590ce5,10.1109/dsd57027.2022.00083,CELR: Cloud Enhanced Local Reconstruction from low-dose sparse Scanning Electron Microscopy images,2022,2022–2023,history,0,3,3,5,0,1,adjacent_relevant,,acquisition;infrastructure,,pipeline_stage,SEM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_c6c7c7be755bd0ff,10.1101/457143,Eigenvector-based community detection for identifying information hubs in neuronal networks,2018,2018–2019,history,0,3,3,11,3,1,role_bridge,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_c85ce51f03374702,10.1523/eneuro.0049-14.2014,neuTube 1.0: A New Design for Efficient Neuron Reconstruction Software Based on the SWC Format,2015,2010–2015,history,4,0,3,82,272,1,role_bridge,,proofreading,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_ca9d3a99ca824241,10.3389/fncir.2026.1731513,From small brains to smart machines: translating Caenorhabditis elegans neural circuits into artificial intelligence,2026,2026,sota,0,3,3,77,1,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,sota_2026_out,yes,,
work_cb964ec21532f053,10.1523/jneurosci.0754-16.2016,Further Insight into the Brain's Rich-Club Architecture,2016,2016–2017,history,1,2,3,23,10,1,role_bridge,,,,bridge,,false,strays_axis,history_milestone,yes,,
work_cbaba8fab497ba74,10.1083/jcb.202208005,Deep neural network automated segmentation of cellular structures in volume electron microscopy,2022,2022–2023,history,0,3,3,86,40,1,adjacent_relevant,,sectioning;acquisition;segmentation;proofreading;modeling,,pipeline_stage,FIB-SEM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_ce654d123974b672,10.1111/ejn.14988,Statistical analysis of unidirectional and reciprocal chemical connections in the C. elegans connectome,2020,2020–2021,history,0,3,3,4,0,1,core_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_cea033bf4ba903e5,10.4103/1673-5374.314307,Analyzing neural degeneration of the retina with connectomics,2021,2020–2021,history,0,4,3,10,1,1,adjacent_relevant,DS09/DS10 mouse retina;DS11 Kasthuri neocortex,sectioning,mouse,pipeline_stage,serial-section EM,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,dataset:DS11 Kasthuri neocortex|2020–2021,
work_d0cb089a1b552d5f,10.3390/e23081031,A Transcriptome Community-and-Module Approach of the Human Mesoconnectome,2021,2020–2021,history,0,3,3,20,3,1,adjacent_relevant,,infrastructure;graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_d11f10e5a23d117e,10.1109/isbi61048.2026.11515854,Diffusion Model-Based Data Augmentation for Enhanced Neuron Segmentation,2026,2026,sota,0,3,3,35,0,1,adjacent_relevant,,segmentation;proofreading;infrastructure;graph_analysis,,pipeline_stage,electron microscopy,false,dryrun+stages+title_abstract,sota_2026_out,yes,,
work_d63621d00ed628b6,10.1093/cercor/bhr317,Cell Type–Specific Three-Dimensional Structure of Thalamocortical Circuits in a Column of Rat Vibrissal Cortex,2011,2010–2015,history,2,1,3,85,300,1,adjacent_relevant,DS12 L4 barrel cortex,graph_analysis,other,pipeline_stage,,false,dryrun+title_abstract_organism_overrides_dryrun+stages,history_milestone,yes,dataset:DS12 L4 barrel cortex|2010–2015,
work_d63b7e8e8a10ac20,10.1523/jneurosci.0192-17.2017,Identified Serotonergic Modulatory Neurons Have Heterogeneous Synaptic Connectivity within the Olfactory System of Drosophila,2017,2016–2017,history,2,1,3,52,41,1,adjacent_relevant,,infrastructure,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_d8a087d71b64daff,10.3389/fnagi.2026.1865186,Caenorhabditis elegans in neuroscience: from neural communication to neurodegenerative disease modeling,2026,2026,sota,0,3,3,35,0,1,adjacent_relevant,DS01 C. elegans (White+),infrastructure,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2026_out,yes,,
work_d8dbac1449fbb6d8,10.1016/j.neuron.2013.06.041,A modeling framework for deriving the structural and functional architecture of a short-term memory microcircuit,2013,2010–2015,history,3,0,3,56,78,1,adjacent_relevant,,infrastructure,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_dac06fc9ca941af4,10.1109/hpec67600.2025.11196090,HiPerMotif: Novel Parallel Subgraph Isomorphism in Large-Scale Property Graphs,2025,2025,,0,3,3,36,1,0,role_bridge,DS14 H01 human cortex,infrastructure;graph_analysis,human,pipeline_stage,,false,dryrun+dataset_organism+stages,unproven_2025_low_inout,,organism:human|2025;dataset:DS14 H01 human cortex|2025,yes
work_dbbbdb49a3ef71f8,10.1016/j.conb.2026.103175,Sexual dimorphism in the nervous system: Three principles from the nematode C. elegans,2026,2026,sota,0,3,3,77,1,1,adjacent_relevant,DS01 C. elegans (White+),infrastructure;graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2026_out,yes,,
work_dd4a631420d19510,10.1002/cne.20804,Synaptic connectivity in the midget‐parvocellular pathway of primate central retina,2006,2005–2009,history,3,0,3,23,63,1,adjacent_relevant,DS09/DS10 mouse retina,,other,registry_dataset,,false,dryrun+title_abstract_organism_overrides_dryrun+datasets,history_milestone,yes,,
work_df634905a7230317,10.1088/1742-5468/ac7a26,Symmetry-driven network reconstruction through pseudobalanced coloring optimization,2021,2020–2021,history,1,2,3,35,7,1,adjacent_relevant,DS01 C. elegans (White+),graph_analysis,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_e3992b6f698e0c1a,10.1007/978-3-030-27378-1_60,Pathoconnectome Analysis of Müller Cells in Early Retinal Remodeling,2019,2018–2019,history,2,1,3,39,14,1,core_relevant,DS09/DS10 mouse retina,infrastructure,mouse,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_e4ddb9363ec5d96d,10.1080/01677063.2021.1892096,A quick and versatile protocol for the 3D visualization of transgene expression across the whole body of larval Drosophila,2021,2020–2021,history,1,2,3,37,8,1,role_bridge,DS03 Drosophila larva,infrastructure,fly,pipeline_stage,light-sheet;confocal,false,dryrun+dataset_organism+stages+title_abstract,history_milestone,yes,method:confocal|2020–2021;method:light-sheet|2020–2021,
work_e72522d83aedc294,10.1016/j.neuron.2014.08.045,From cosmos to connectomes: the evolution of data-intensive science.,2014,2010–2015,history,2,1,3,38,21,1,role_bridge,,infrastructure,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_e7676ec5b393ef86,10.1017/s1431927620001361,Sparse Scanning Electron Microscopy Data Acquisition and Deep Neural Networks for Automated Segmentation in Connectomics,2020,2020–2021,history,3,2,3,36,10,1,core_relevant,,acquisition;segmentation;modeling,,pipeline_stage,SEM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_ea8522586569e367,10.1017/s0952523817000116,A connectomic approach to the lateral geniculate nucleus,2017,2016–2017,history,0,3,3,6,2,1,adjacent_relevant,,graph_analysis,mouse,pipeline_stage,electron microscopy,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_ec28dff4b068dacf,10.23919/ccc58697.2023.10240396,Self-Organized Criticality in C. Elegans Neural Network,2023,2022–2023,history,0,3,3,6,0,1,adjacent_relevant,DS01 C. elegans (White+),graph_analysis;modeling,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_milestone,yes,,
work_ef1b30a572169947,10.1101/559260,Hierarchies & Lower Bounds in Theoretical Connectomics,2019,2018–2019,history,0,3,3,7,1,1,adjacent_relevant,,infrastructure,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_efc0158084170b5d,10.1007/s10571-026-01676-z,Digging Deep into Alzheimer Disease: How Electron Microscopy Helps Elucidating Its Pathogenesis,2026,2026,sota,0,3,3,35,0,1,role_bridge,,preparation;segmentation;graph_analysis,,health_translation,electron tomography;CLEM,false,dryrun+stages+title_abstract+title_axis,sota_2026_out,yes,method:electron tomography|2026;method:CLEM|2026,
work_f19f3a96e8b3ed79,10.1002/bies.70122,Imprecision in Vision: Lessons From Neural Circuits in the Fly,2026,2026,sota,0,3,3,77,1,1,adjacent_relevant,,,,,,false,blank,sota_2026_out,yes,,
work_f25bf69244ee74b4,10.64898/2026.06.18.732873,RAEM: random-access electron microscopy for revisitable 3D imaging,2026,2026,sota,0,3,3,35,0,1,role_bridge,DS01 C. elegans (White+),sectioning;infrastructure;acquisition,human,pipeline_stage,volume EM,false,dryrun+title_abstract+title_abstract_organism_overrides_dryrun+stages+title_abstract,sota_2026_out,yes,,
work_f6317afac7cb4ae0,10.1101/2020.02.24.963868,Connectomic analysis reveals an interneuron with an integral role in the retinal circuit for night vision,2020,2020–2021,history,2,1,3,56,23,1,core_relevant,DS09/DS10 mouse retina,,mouse,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_f6d37f1af73ffaef,10.1098/rstb.2017.0367,Clues to basis of exploratory behaviour of the C. elegans snout from head somatotropy,2018,2018–2019,history,1,2,3,35,20,1,adjacent_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_f9c28870a0787e53,10.1101/177113,Simulating extracted connectomes,2017,2016–2017,history,2,1,3,11,5,1,adjacent_relevant,,modeling,fly,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_facd830890c864ef,10.1038/s41467-019-11443-y,TeraVR empowers precise reconstruction of complete 3-D neuronal morphology in the whole brain,2019,2018–2019,history,1,2,3,89,89,1,core_relevant,,proofreading,mouse,pipeline_stage,,false,dryrun+title_abstract_organism+stages,history_milestone,yes,,
work_fb288126909ecad7,10.1038/nrn.2017.170,Mitochondria at the neuronal presynapse in health and disease,2018,2018–2019,history,3,0,3,98,522,1,adjacent_relevant,,,,,,false,blank,history_milestone,yes,,
work_fc893d85a8e35b6b,10.1109/isbi.2015.7163922,Post-acquisition image based compensation for thickness variation in microscopy section series,2014,2010–2015,history,2,1,3,26,13,1,core_relevant,,sectioning;acquisition,fly,pipeline_stage,FIB-SEM;ssTEM;serial-section EM;TrakEM2,false,dryrun+title_abstract_organism+stages+title_abstract,history_milestone,yes,,
work_fe96a7e42abafd4b,10.1523/jneurosci.3131-11.2011,"Dense, Unspecific Connectivity of Neocortical Parvalbumin-Positive Interneurons: A Canonical Microcircuit for Inhibition?",2011,2010–2015,history,3,0,3,90,512,1,adjacent_relevant,,,mouse,,two-photon,false,title_abstract_organism+title_abstract,history_milestone,yes,,
work_001c0f01391e19c4,10.1038/s41598-020-70859-5,Estimation of the number of synapses in the hippocampus and brain-wide by volume electron microscopy and genetic labeling,2020,2020–2021,history,1,1,2,81,53,1,core_relevant,,sectioning;acquisition,,pipeline_stage,FIB-SEM;confocal,false,dryrun+title_abstract+stages+title_abstract,history_milestone,yes,method:FIB-SEM|2020–2021,
work_030d659739b83f09,10.1016/j.physrep.2016.09.002,Community detection in networks: A user guide,2016,2016–2017,history,2,0,2,99,2082,1,role_bridge,,,,bridge,,false,strays_axis,history_milestone,yes,axis:bridge|2016–2017,
work_068ce671d4050e17,10.1109/icpr48806.2021.9413098,EM-net: Deep learning for electron microscopy image segmentation,2020,2020–2021,history,0,2,2,67,33,1,adjacent_relevant,,sectioning;acquisition;segmentation;proofreading;infrastructure,,pipeline_stage,FIB-SEM,false,dryrun+stages+title_abstract,history_milestone,yes,,
work_06fe6252132bc249,10.1162/netn_a_00246,"Percolation may explain efficiency, robustness, and economy of the brain",2022,2022–2023,history,0,2,2,60,14,1,core_relevant,,,fly,biological_application,,false,title_abstract_organism+strays_axis,history_milestone,yes,,
work_0902ad628efcc7dd,10.3389/fncom.2017.00048,Cliques of Neurons Bound into Cavities Provide a Missing Link between Structure and Function,2016,2016–2017,history,2,0,2,96,423,1,adjacent_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_0d0f6db3af67525b,10.1146/annurev-vision-091517-034048,Neural Mechanisms of Motion Processing in the Mammalian Retina.,2018,2018–2019,history,3,0,2,85,102,1,adjacent_relevant,DS09/DS10 mouse retina,,mouse,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
work_0d6070f19ac2ba89,10.1101/2023.07.12.547497,ATUM-Tomo: A multi-scale approach to cellular ultrastructure by combined volume scanning electron microscopy and electron tomography,2024,2024,,0,2,2,30,3,0,core_relevant,,sectioning;acquisition;graph_analysis,mouse,pipeline_stage,ATUM + WaferMapper;serial-section EM;electron tomography;CLEM;confocal,false,dryrun+title_abstract_organism+stages+title_abstract,unproven_2024_low_inout,,method:ATUM + WaferMapper|2024;method:electron tomography|2024,yes
work_11d1cfcde84e9410,10.1016/j.neuroimage.2011.05.025,A tutorial in connectome analysis: Topological and spatial features of brain networks,2011,2010–2015,history,2,0,2,88,362,1,adjacent_relevant,,graph_analysis,,pipeline_stage,,false,dryrun+stages,history_milestone,yes,,
work_12ba8e6479fb9eac,10.1371/journal.pcbi.1000120,Using Expression Profiles of Caenorhabditis elegans Neurons To Identify Genes That Mediate Synaptic Connectivity,2008,2005–2009,,2,0,2,30,32,0,adjacent_relevant,DS01 C. elegans (White+),synapses,elegans,pipeline_stage,,false,dryrun+dataset_organism+stages,history_below_bar,,stage:synapses|2005–2009,yes
work_195db71f4514fb42,nan,Topological Origin of the Diversity of Timescales in Recurrent Neural Circuits,2026,2026,sota,0,4,2,35,0,1,core_relevant,DS13 MICrONS,graph_analysis,mouse,pipeline_stage,,false,dryrun+dataset_organism+stages,sota_2026_out,yes,,
work_1e988d999cd5be4e,10.1146/annurev-neuro-070815-014056,Neural Circuits of Sexual Behavior in Caenorhabditis elegans.,2018,2018–2019,history,1,1,2,66,47,1,core_relevant,DS01 C. elegans (White+),,elegans,registry_dataset,,false,dryrun+dataset_organism+datasets,history_milestone,yes,,
