work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason,abstract,citation_count_work,year,venue,pilot_stratum
work_f3856b91236f8482,c3459331f2e58d853fe73a2de876c8d34dba75db,unresolved,1,c3459331f2e58d853fe73a2de876c8d34dba75db,The human connectome in Alzheimer disease — relationship to biomarkers and genetics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,adc30ee8ed57bfebe0b2081ee7f9dc526d410c0d970f635853a6ebe2b74dcda0,batch_037,core_relevant,['network_science'],0.79,biological neuronal networks are characterized by scale-free degree distributions,4Ward DAG neural network from connectome topology.,[],True,low_confidence,"The pathology of Alzheimer disease (AD) damages structural and functional brain networks, resulting in cognitive impairment. The results of recent connectomics studies have now linked changes in structural and functional network organization in AD to the patterns of amyloid-β and tau accumulation and spread, providing insights into the neurobiological mechanisms of the disease. In addition, the detection of gene-related connectome changes might aid in the early diagnosis of AD and facilitate the development of personalized therapeutic strategies that are effective at earlier stages of the disease spectrum. In this article, we review studies of the associations between connectome changes and amyloid-β and tau pathologies as well as molecular genetics in different subtypes and stages of AD. We also highlight the utility of connectome-derived computational models for replicating empirical findings and for tracking and predicting the progression of biomarker-indicated AD pathophysiology. In this Review, the authors discuss the alterations to structural and functional brain networks that occur in Alzheimer disease, with a particular focus on the influence of amyloid and tau pathology and genetic factors. Amyloid-β (Aβ) pathology is associated with decreased hub connectivity in the default-mode network (DMN) during the preclinical stage of Alzheimer disease (AD) and the association extends to other brain networks as the disease progresses. Selective hub vulnerability might explain the preferential accumulation of Aβ in the medial hubs of the DMN, and of tau in medial temporal lobe hubs, in preclinical AD. Tau pathology spreads from the medial temporal lobe hubs — along structural connections — to other brain regions, supporting the pathogenic spread hypothesis. Aβ pathology has a common role in driving DMN hypo-connectivity in late-onset AD, autosomal-dominant AD and early-onset AD; however, the association between Aβ pathology and DMN hypoconnectivity is regulated by different genetic variants across AD subtypes. Spatial gene expression profiles might contribute to the relationships between the patterns of Aβ and tau accumulation and patterns of structural and functional connectome changes in AD. Computational modelling studies will be important for understanding the role of the connectome in relation to progression of Aβ, tau and other pathogenic features of AD. Amyloid-β (Aβ) pathology is associated with decreased hub connectivity in the default-mode network (DMN) during the preclinical stage of Alzheimer disease (AD) and the association extends to other brain networks as the disease progresses. Selective hub vulnerability might explain the preferential accumulation of Aβ in the medial hubs of the DMN, and of tau in medial temporal lobe hubs, in preclinical AD. Tau pathology spreads from the medial temporal lobe hubs — along structural connections — to other brain regions, supporting the pathogenic spread hypothesis. Aβ pathology has a common role in driving DMN hypo-connectivity in late-onset AD, autosomal-dominant AD and early-onset AD; however, the association between Aβ pathology and DMN hypoconnectivity is regulated by different genetic variants across AD subtypes. Spatial gene expression profiles might contribute to the relationships between the patterns of Aβ and tau accumulation and patterns of structural and functional connectome changes in AD. Computational modelling studies will be important for understanding the role of the connectome in relation to progression of Aβ, tau and other pathogenic features of AD.",227,2021.0,Nature Reviews Neurology,golden
work_047e0665d50b50ba,e07e61de05d30a348cb7b4cb38aede541f80941c,role_bridge,1,e07e61de05d30a348cb7b4cb38aede541f80941c,Crowdsourcing the creation of image segmentation algorithms for connectomics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a7925f2725be7a560f6bb922187b713fdc803a7cb24b41c335b7a4fadf42ead5,batch_000,core_relevant,"['reconstruction_segmentation', 'infrastructure', 'training_outreach']",0.95,2D segmentation of electron microscopic (EM) images of the brain; reconstruction of neural circuits; challenge on connectomics,Crowdsourced EM segmentation challenge foundational for connectomics reconstruction.,[],False,,"To stimulate progress in automating the reconstruction of neural circuits, we organized the first international challenge on 2D segmentation of electron microscopic (EM) images of the brain. Participants submitted boundary maps predicted for a test set of images, and were scored based on their agreement with a consensus of human expert annotations. The winning team had no prior experience with EM images, and employed a convolutional network. This “deep learning” approach has since become accepted as a standard for segmentation of EM images. The challenge has continued to accept submissions, and the best so far has resulted from cooperation between two teams. The challenge has probably saturated, as algorithms cannot progress beyond limits set by ambiguities inherent in 2D scoring and the size of the test dataset. Retrospective evaluation of the challenge scoring system reveals that it was not sufficiently robust to variations in the widths of neurite borders. We propose a solution to this problem, which should be useful for a future 3D segmentation challenge.",370,2015.0,Frontiers in Neuroanatomy,golden
work_d2df514fdb3df8f0,989ede2d7923c453cb77ecae30fb56d6b53ba16b,core_audit,1,989ede2d7923c453cb77ecae30fb56d6b53ba16b,Volume electron microscopy for neuronal circuit reconstruction.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a7241a767554426fd88a678467637b72bddf7fbf0ceb8d8faf44e8b238cd30f8,batch_032,core_relevant,"['acquisition_preparation', 'reconstruction_segmentation']",0.92,"reconstructing anatomical connectivity between neurons, considering both the current capabilities and future prospects of the method",Volume EM methods review for neuronal circuit reconstruction.,[],False,,"The last decade has seen a rapid increase in the number of tools to acquire volume electron microscopy (EM) data. Several new scanning EM (SEM) imaging methods have emerged, and classical transmission EM (TEM) methods are being scaled up and automated. Here we summarize the new methods for acquiring large EM volumes, and discuss the tradeoffs in terms of resolution, acquisition speed, and reliability. We then assess each method's applicability to the problem of reconstructing anatomical connectivity between neurons, considering both the current capabilities and future prospects of the method. Finally, we argue that neuronal 'wiring diagrams' are likely necessary, but not sufficient, to understand the operation of most neuronal circuits: volume EM imaging will likely find its best application in combination with other methods in neuroscience, such as molecular biology, optogenetics, and physiology.",359,2012.0,Current Opinion in Neurobiology,golden
work_06a819921125fd5b,9e41cbe6ae16fc554f535fce713a76085ccfbdf5,core_audit,1,9e41cbe6ae16fc554f535fce713a76085ccfbdf5,The complete connectome of a learning and memory centre in an insect brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f3d3687f29544c8820194e4d1b48fc3a28da943bd6cd069d464e119e7581ddd1,batch_001,core_relevant,"['reconstruction_segmentation', 'biological_application', 'synapse_inference']",0.97,"reconstruct one such circuit at synaptic resolution, the Drosophila larval mushroom body; complete connectome of a learning and memory centre",Complete synaptic-resolution Drosophila larval mushroom body connectome.,[],False,,"Associating stimuli with positive or negative reinforcement is essential for survival, but a complete wiring diagram of a higher-order circuit supporting associative memory has not been previously available. Here we reconstruct one such circuit at synaptic resolution, the Drosophila larval mushroom body. We find that most Kenyon cells integrate random combinations of inputs but that a subset receives stereotyped inputs from single projection neurons. This organization maximizes performance of a model output neuron on a stimulus discrimination task. We also report a novel canonical circuit in each mushroom body compartment with previously unidentified connections: reciprocal Kenyon cell to modulatory neuron connections, modulatory neuron to output neuron connections, and a surprisingly high number of recurrent connections between Kenyon cells. Stereotyped connections found between output neurons could enhance the selection of learned behaviours. The complete circuit map of the mushroom body should guide future functional studies of this learning and memory centre.",480,2017.0,Nature,golden
work_1f5bc11fd70f625f,9607425d85085511d5e7d081c81db113dc3dfed7,core_audit,1,9607425d85085511d5e7d081c81db113dc3dfed7,A petavoxel fragment of human cerebral cortex reconstructed at nanoscale resolution,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,bf179ac499d9a7e0f34dda1c8794bd88c513012d3f30963f43d8de5de18050ff,batch_005,core_relevant,"['reconstruction_segmentation', 'acquisition_preparation']",0.98,reconstruction of the ultrastructure of a cubic millimeter of human temporal cortex ... about 150 million synapses,Petavoxel human cortex EM connectome reconstruction.,[],False,,"To fully understand how the human brain works, knowledge of its structure at high resolution is needed. Presented here is a computationally intensive reconstruction of the ultrastructure of a cubic millimeter of human temporal cortex that was surgically removed to gain access to an underlying epileptic focus. It contains about 57,000 cells, about 230 millimeters of blood vessels, and about 150 million synapses and comprises 1.4 petabytes. Our analysis showed that glia outnumber neurons 2:1, oligodendrocytes were the most common cell, deep layer excitatory neurons could be classified on the basis of dendritic orientation, and among thousands of weak connections to each neuron, there exist rare powerful axonal inputs of up to 50 synapses. Further studies using this resource may bring valuable insights into the mysteries of the human brain. Editor’s summary A complete understanding of the human brain begins with elucidation of its structural properties at a subcellular level. To provide a valuable resource for the scientific community and to better understand the structure of the human temporal cortex, Shapson-Coe et al. performed an electron microscopy reconstruction of a cubic millimeter of human temporal cortex. The authors produced 1.4 petabytes of electron microscopy data; classified and quantified cell types, vessels and synapses; and developed a freely available tool for analyzing these data. Their findings allowed the authors to identify previously unknown aspects of the human temporal cortex. —Mattia Maroso INTRODUCTION Although the functions performed by most of the vital organs in humans are not very different compared with other animals, those performed by the human brain clearly separate us from the rest of life on the planet. However, detailed knowledge concerning the synaptic circuitry underlying human brain function is lacking. Connectomic imaging approaches are now available to render neural circuits of sufficiently large volume and high enough resolution to study the connectivity at the level of individual neurons and their synaptic connections but over a scale comprising thousands of neurons. Generating such a dataset was the goal of this project. RATIONALE One critical barrier to obtaining human neural circuits has been the access to high-quality human brain tissue. Organ biopsies provide valuable information in many human organ systems, but biopsies are rarely done in the brain except to examine or excise neoplastic masses, so most of them are problematic for the investigation of normal human brain structure. One attempt has been to use brain organoids made from human cells, but at present, they do not approximate brain tissue architectonics (e.g., cortical layers are not present). A direct approach would be to map cells and circuits from human specimens made available from neurosurgical interventions for neurological conditions in which pieces of the cortex are discarded because they obstruct access to a pathological site. We posited that the human brain tissue that is a by-product of neurosurgical procedures could be leveraged to study normal—and ultimately disordered—human neural circuits. RESULTS Here, we describe such a sample of human temporal cortex, 1 mm3 in volume, which extends through all cortical layers. The sample was obtained during surgery to gain access to an underlying hippocampal lesion from a patient with epilepsy. We imaged this sample by high-throughput serial section electron microscopy, generating a petascale dataset that was analyzed with new tools and computationally intensive methods. We reconstructed thousands of neurons, more than a hundred million synaptic connections, and all of the other tissue elements that comprise human brain matter, including glial cells, the blood vasculature, and myelin. Because the dataset is large and incompletely scrutinized, we are sharing all of the data in an online resource (https://h01-release.storage.googleapis.com/landing.html) and also providing tools for analysis and proofreading. We found a previously unrecognized class of directionally oriented neurons in deep layers (see figure, panel J) and very powerful and rare multisynaptic connections between neurons throughout the sample (see figure, panel K). CONCLUSION This work provides evidence of the feasibility of human connectomic approaches to visualize and ultimately gain insight into the physical underpinnings of normal and disordered human brain function. It is hoped that this endeavor will be aided by providing free access to all of the data and relevant tools. The shared H01 dataset. A range of histological features in 1 mm3 of human brain were rendered, including neuropil (A) and its segmentation (B) at nanometer resolution, annotated synapses (C), excitatory neurons (D), inhibitory neurons (E), astrocytes (F), oligodendrocytes (G), myelin (H), and blood vessels (I). A previously unrecognized neuronal class (J) and multisynaptic connections (K) were also identified.",295,2024.0,Science,golden
work_6f86d20c9bf6e84d,cbda3f294aba542a22d19b9a9926d5318a27ea66,role_bridge,1,cbda3f294aba542a22d19b9a9926d5318a27ea66,Whole-brain annotation and multi-connectome cell typing of Drosophila,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,ac2cf9f9ef706937d535559df7b0268b6c606c8720686ee267a7d2361da08ab1,batch_017,core_relevant,"['infrastructure', 'biological_application', 'network_science']",0.97,"complement the approximately 140,000 neuron FlyWire whole-brain connectome1 with a systematic and hierarchical annotation of neuronal classes, cell types and developmental units",FlyWire whole-brain connectome cell type atlas and comparative framework.,[],False,,"The fruit fly Drosophila melanogaster has emerged as a key model organism in neuroscience, in large part due to the concentration of collaboratively generated molecular, genetic and digital resources available for it. Here we complement the approximately 140,000 neuron FlyWire whole-brain connectome1 with a systematic and hierarchical annotation of neuronal classes, cell types and developmental units (hemilineages). Of 8,453 annotated cell types, 3,643 were previously proposed in the partial hemibrain connectome2, and 4,581 are new types, mostly from brain regions outside the hemibrain subvolume. Although nearly all hemibrain neurons could be matched morphologically in FlyWire, about one-third of cell types proposed for the hemibrain could not be reliably reidentified. We therefore propose a new definition of cell type as groups of cells that are each quantitatively more similar to cells in a different brain than to any other cell in the same brain, and we validate this definition through joint analysis of FlyWire and hemibrain connectomes. Further analysis defined simple heuristics for the reliability of connections between brains, revealed broad stereotypy and occasional variability in neuron count and connectivity, and provided evidence for functional homeostasis in the mushroom body through adjustments of the absolute amount of excitatory input while maintaining the excitation/inhibition ratio. Our work defines a consensus cell type atlas for the fly brain and provides both an intellectual framework and open-source toolchain for brain-scale comparative connectomics. A consensus cell type atlas for the fly brain provides both an intellectual framework and open-source toolchains for brain-scale comparative connectomics.",291,2024.0,Nature,golden
work_2b4f63e6ecb953d1,b43ad123af7ec46e48645004a19511cae93b9920,role_bridge,1,b43ad123af7ec46e48645004a19511cae93b9920,The neural circuit for touch sensitivity in Caenorhabditis elegans,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,dd88793dd9858e25b9cf450afbeb1e8c3623d245219f28e7b37953a1698fc0c5,batch_006,core_relevant,"['biological_application', 'synapse_inference']",0.9,synaptic relationships among these cells have been deduced from reconstructions from serial section electron micrographs,Classic C. elegans touch circuit EM connectome reconstruction.,[],False,,"The neural pathways for touch-induced movement in Caenorhabditis elegans contain six touch receptors, five pairs of interneurons, and 69 motor neurons. The synaptic relationships among these cells have been deduced from reconstructions from serial section electron micrographs, and the roles of the cells were assessed by examining the behavior of animals after selective killing of precursors of the cells by laser microsurgery. This analysis revealed that there are two pathways for touch-mediated movement for anterior touch (through the AVD and AVB interneurons) and a single pathway for posterior touch (via the PVC interneurons). The anterior touch circuitry changes in two ways as the animal matures. First, there is the formation of a neural network of touch cells as the three anterior touch cells become coupled by gap junctions. Second, there is the addition of the AVB pathway to the pre- existing AVD pathway. The touch cells also synapse onto many cells that are probably not involved in the generation of movement. Such synapses suggest that stimulation of these receptors may modify a number of behaviors.",1109,1985.0,Journal of Neuroscience,golden
work_c3af570cd83d4cfb,8c518044fad72f43e93f7a27632f31a8b41b61b7,core_audit,1,8c518044fad72f43e93f7a27632f31a8b41b61b7,Structural Properties of the Caenorhabditis elegans Neuronal Network,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,6aee5c93380bf5fae9c8ba5fd70cedd2df90985f62a31efde5b4049f40005261,batch_030,core_relevant,"['network_science', 'biological_application']",0.94,"assemble whole, self-consistent gap junction and chemical synapse networks of hermaphrodite C. elegans",C. elegans synaptic wiring diagram network analysis.,[],False,,"Despite recent interest in reconstructing neuronal networks, complete wiring diagrams on the level of individual synapses remain scarce and the insights into function they can provide remain unclear. Even for Caenorhabditis elegans, whose neuronal network is relatively small and stereotypical from animal to animal, published wiring diagrams are neither accurate nor complete and self-consistent. Using materials from White et al. and new electron micrographs we assemble whole, self-consistent gap junction and chemical synapse networks of hermaphrodite C. elegans. We propose a method to visualize the wiring diagram, which reflects network signal flow. We calculate statistical and topological properties of the network, such as degree distributions, synaptic multiplicities, and small-world properties, that help in understanding network signal propagation. We identify neurons that may play central roles in information processing, and network motifs that could serve as functional modules of the network. We explore propagation of neuronal activity in response to sensory or artificial stimulation using linear systems theory and find several activity patterns that could serve as substrates of previously described behaviors. Finally, we analyze the interaction between the gap junction and the chemical synapse networks. Since several statistical properties of the C. elegans network, such as multiplicity and motif distributions are similar to those found in mammalian neocortex, they likely point to general principles of neuronal networks. The wiring diagram reported here can help in understanding the mechanistic basis of behavior by generating predictions about future experiments involving genetic perturbations, laser ablations, or monitoring propagation of neuronal activity in response to stimulation.",954,2009.0,PLoS Comput. Biol.,golden
work_233d52315fe236ff,c166ffef4807d5ecc4f04be1dbfd2bb80f6815d8,core_audit,1,c166ffef4807d5ecc4f04be1dbfd2bb80f6815d8,The Rich Club of the C. elegans Neuronal Connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,78a0fde6f7fee961f032537c0e83d18e4098a3511574f8bf17c705701c410a60,batch_005,core_relevant,"['network_science', 'biological_application']",0.94,"neuronal connectome of the nematode worm Caenorhabditis elegans, which is defined anatomically at a cellular scale as 2287 synaptic connections between 279 neurons",Rich club analysis of anatomically defined C. elegans connectome.,[],False,,"There is increasing interest in topological analysis of brain networks as complex systems, with researchers often using neuroimaging to represent the large-scale organization of nervous systems without precise cellular resolution. Here we used graph theory to investigate the neuronal connectome of the nematode worm Caenorhabditis elegans, which is defined anatomically at a cellular scale as 2287 synaptic connections between 279 neurons. We identified a small number of highly connected neurons as a rich club (N = 11) interconnected with high efficiency and high connection distance. Rich club neurons comprise almost exclusively the interneurons of the locomotor circuits, with known functional importance for coordinated movement. The rich club neurons are connector hubs, with high betweenness centrality, and many intermodular connections to nodes in different modules. On identifying the shortest topological paths (motifs) between pairs of peripheral neurons, the motifs that are found most frequently traverse the rich club. The rich club neurons are born early in development, before visible movement of the animal and before the main phase of developmental elongation of its body. We conclude that the high wiring cost of the globally integrative rich club of neurons in the C. elegans connectome is justified by the adaptive value of coordinated movement of the animal. The economical trade-off between physical cost and behavioral value of rich club organization in a cellular connectome confirms theoretical expectations and recapitulates comparable results from human neuroimaging on much larger scale networks, suggesting that this may be a general and scale-invariant principle of brain network organization.",330,2013.0,Journal of Neuroscience,golden
work_f4089e71d372f0e5,226c81c22846ba91ba60c3d83e5f7c191bf2e4d4,core_audit,1,226c81c22846ba91ba60c3d83e5f7c191bf2e4d4,Connectomic comparison of mouse and human cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,05ac40870226bab8595ff0420d0e9e365a212436b4dcb3e5a9244acac8d5339e,batch_037,core_relevant,"['reconstruction_segmentation', 'biological_application']",0.97,connectomic reconstructions and compared these with five connectomes from mouse cortex,Mouse-human-macaque EM connectome comparison.,[],False,,"The human cerebral cortex houses 1000 times more neurons than that of the cerebral cortex of a mouse, but the possible differences in synaptic circuits between these species are still poorly understood. We used three-dimensional electron microscopy of mouse, macaque, and human cortical samples to study their cell type composition and synaptic circuit architecture. The 2.5-fold increase in interneurons in humans compared with mice was compensated by a change in axonal connection probabilities and therefore did not yield a commensurate increase in inhibitory-versus-excitatory synaptic input balance on human pyramidal cells. Rather, increased inhibition created an expanded interneuron-to-interneuron network, driven by an expansion of interneuron-targeting interneuron types and an increase in their synaptic selectivity for interneuron innervation. These constitute key neuronal network alterations in the human cortex. Description The difference between human and mouse Over the past few decades, the mouse has become a model organism for brain research. Because of the close evolutionary similarity of ion channels, synaptic receptors, and other key molecular constituents of the brain to that of humans, corresponding similarity has been assumed for cortical neuronal circuits. However, comparative synaptic-resolution connectomic studies are required to determine the degree to which circuit structure has evolved between species. Using three-dimensional electron microscopy, Loomba et al. compared mouse and human/macaque cortex synaptic connectivity. Although human cells are much larger compared with mouse neurons and are more numerous, on average, they do not receive more synapses. And, even though there are three times more interneurons in the human cortex than in the mouse, the excitation-to-inhibition ratio is similar between the species. —PRS Three-dimensional electron microscopy of mouse, macaque, and human brain samples elucidates cell type composition and synaptic circuit architecture. INTRODUCTION The analysis of the human brain is a central goal of neuroscience, but for methodological reasons, research has focused on model organisms, the mouse in particular. Because substantial homology was found at the level of ion channels, transcriptional programs, and basic neuronal types, a strong similarity of neuronal circuits across species has also been assumed. However, a rigorous test of the configuration of local neuronal circuitry in mouse versus human—in particular, in the gray matter of the cerebral cortex—is missing. The about 1000-fold increase in number of neurons is the most obvious evolutionary change of neuronal network properties from mouse to human. Whether the structure of the local cortical circuitry has changed as well is, however, unclear. Recent data from transcriptomic analyses has indicated an increase in the proportion of inhibitory interneurons from mouse to human. But what the effect of such a change is on the circuit configurations found in the human cerebral cortex is not known. This is, however, of particular interest also to the study of neuropsychiatric disorders because in these, the alteration of inhibitory-to-excitatory synaptic balance has been identified as one possible mechanistic underpinning. RATIONALE We used recent methodological improvements in connectomics to acquire data from one macaque and two human individuals, using biopsies of the temporal, parietal, and frontal cortex. Human tissue was obtained from neurosurgical interventions related to tumor removal, in which access path tissue was harvested that was not primarily affected by the underlying disease. A key concern in the analysis of human patient tissue has been the relation to epilepsy surgery, when the underlying disease has required often year-long treatment with pharmaceuticals, plausibly altering synaptic connectivity. Therefore, the analysis of nonepileptic surgery tissue seemed of particular importance. We also included data from one macaque individual, who was not known to have any brain-related pathology. RESULTS We acquired three-dimensional electron microscopy data from temporal and frontal cortex of human and temporal and parietal cortex of macaque. From these, we obtained connectomic reconstructions and compared these with five connectomes from mouse cortex. On the basis of these data, we were able to determine the effect of the about 2.5-fold expansion of the interneuron pool in macaque and human cortex compared with that of mouse. Contrary to expectation, the inhibitory-to-excitatory synaptic balance on pyramidal neurons in macaque and human cortex was not substantially altered. Rather, the interneuron pool was selectively expanded for bipolar-type interneurons, which prefer the innervation of other interneurons, and which further increased their preference for interneuron innervation from mouse to human. These changes were each multifold, yielding in effect an about 10-fold expanded interneuron-to-interneuron network in the human cortex that is only sparsely present in mouse. The total amount of synaptic input to pyramidal neurons, however, did not change according to the threefold thickening of the cortex; rather, a modest increase from about 12,000 synaptic inputs in mouse to about 15,000 in human was found. CONCLUSION The principal cells of the cerebral cortex, pyramidal neurons, maintain almost constant inhibitory-to-excitatory input balance and total synaptic input across 100 million years of evolutionary divergence, which is particularly noteworthy with the concomitant 1000-fold expansion of the neuronal network size and the 2.5-fold increase of inhibitory interneurons from mouse to human. Rather, the key network change from mouse to human is an expansion of almost an order of magnitude of an interneuron-to-interneuron network that is virtually absent in mouse but constitutes a substantial part of the human cortical network. Whether this new network is primarily created through the expansion of existing neuronal types, or is related to the creation of new interneuron subtypes, requires further study. The discovery of this network component in human cortex encourages detailed analysis of its function in health and disease. Connectomic screening across mammalian species: Comparison of five mouse, two macaque, and two human connectomic datasets from the cerebral cortex. (A) Automated reconstructions of all neurons with their cell bodies in the volume shown, using random colors. The analyzed connectomes comprised a total of ~1.6 million synapses. Arrows indicate evolutionary divergence: the last common ancestor between human and mouse, approximately 100 million years ago, and the last common ancestor between human and macaque, about 20 million years ago. (B) Illustration of the about 10-fold expansion of the interneuron-to-interneuron network from mouse to human.",205,2022.0,Science,golden
